"group_displayname","user_nickname","user_info","content","content_type","robot_id","robot_displayname","user_signature","time","region","city"
"Wilson_房东网","村长","[{""Sex"": 1, ""Uin"": 0, ""City"": """", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": """", ""SnsFlag"": 49, ""Statues"": 0, ""NickName"": ""Hongwei"", ""OwnerUin"": 0, ""Province"": ""Toronto"", ""UserName"": ""@5d07f0c685d9bbe6d8aa8d153a8aadde89712e178f05038ecb1e62b74447580d"", ""PYInitial"": ""HONGWEI"", ""PYQuanPin"": ""Hongwei"", ""Signature"": "" "", ""UniFriend"": 0, ""AttrStatus"": 2181398535, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=0&username=@5d07f0c685d9bbe6d8aa8d153a8aadde89712e178f05038ecb1e62b74447580d&chatroomid=@a9a42382782e512ec259681b5e1b2eed&skey="", ""MemberList"": [], ""RemarkName"": """", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 0, ""DisplayName"": ""村长"", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@a9a42382782e512ec259681b5e1b2eed"", ""RemarkPYInitial"": """", ""RemarkPYQuanPin"": """", ""HideInputBarFlag"": 0}]","这几年多伦多人口总量是下降的","Text","robot-1","珍妮姐",NULL,"1524613810",NULL,NULL
,"Wilson","[{""Sex"": 2, ""Uin"": 0, ""City"": """", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": """", ""SnsFlag"": 1, ""Statues"": 0, ""NickName"": ""Wilson"", ""OwnerUin"": 0, ""Province"": """", ""UserName"": ""@f42eaa8556d6ec3466e3d681f1062bdf65a0faf177557b88d21eb171e50b046b"", ""PYInitial"": ""WILSON"", ""PYQuanPin"": ""Wilson"", ""Signature"": ""每天都是新的开始。"", ""UniFriend"": 0, ""AttrStatus"": 38207749, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=0&username=@f42eaa8556d6ec3466e3d681f1062bdf65a0faf177557b88d21eb171e50b046b&chatroomid=@624f37e442ea0b942c2c603b9d671504&skey="", ""MemberList"": [], ""RemarkName"": """", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 0, ""DisplayName"": """", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@624f37e442ea0b942c2c603b9d671504"", ""RemarkPYInitial"": """", ""RemarkPYQuanPin"": """", ""HideInputBarFlag"": 0}]","1","Note","robot-1",,NULL,"1524614062",NULL,NULL
,"Wilson","[{""Sex"": 2, ""Uin"": 0, ""City"": """", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": """", ""SnsFlag"": 1, ""Statues"": 0, ""NickName"": ""Wilson"", ""OwnerUin"": 0, ""Province"": """", ""UserName"": ""@f42eaa8556d6ec3466e3d681f1062bdf65a0faf177557b88d21eb171e50b046b"", ""PYInitial"": ""WILSON"", ""PYQuanPin"": ""Wilson"", ""Signature"": ""每天都是新的开始。"", ""UniFriend"": 0, ""AttrStatus"": 38207749, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=0&username=@f42eaa8556d6ec3466e3d681f1062bdf65a0faf177557b88d21eb171e50b046b&chatroomid=@624f37e442ea0b942c2c603b9d671504&skey="", ""MemberList"": [], ""RemarkName"": """", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 0, ""DisplayName"": """", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@624f37e442ea0b942c2c603b9d671504"", ""RemarkPYInitial"": """", ""RemarkPYQuanPin"": """", ""HideInputBarFlag"": 0}]","1","Note","robot-1",,NULL,"1524614064",NULL,NULL
"Wilson_房东网","村长","[{""Sex"": 1, ""Uin"": 0, ""City"": """", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": """", ""SnsFlag"": 49, ""Statues"": 0, ""NickName"": ""Hongwei"", ""OwnerUin"": 0, ""Province"": ""Toronto"", ""UserName"": ""@5d07f0c685d9bbe6d8aa8d153a8aadde89712e178f05038ecb1e62b74447580d"", ""PYInitial"": ""HONGWEI"", ""PYQuanPin"": ""Hongwei"", ""Signature"": "" "", ""UniFriend"": 0, ""AttrStatus"": 2181398535, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=0&username=@5d07f0c685d9bbe6d8aa8d153a8aadde89712e178f05038ecb1e62b74447580d&chatroomid=@a9a42382782e512ec259681b5e1b2eed&skey="", ""MemberList"": [], ""RemarkName"": """", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 0, ""DisplayName"": ""村长"", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@a9a42382782e512ec259681b5e1b2eed"", ""RemarkPYInitial"": """", ""RemarkPYQuanPin"": """", ""HideInputBarFlag"": 0}]","1","Picture","robot-1","珍妮姐",NULL,"1524614092",NULL,NULL
"Wilson_剧本之家","Yu","[{""Sex"": 2, ""Uin"": 0, ""City"": """", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": """", ""SnsFlag"": 49, ""Statues"": 0, ""NickName"": ""Yu"", ""OwnerUin"": 0, ""Province"": """", ""UserName"": ""@477a9a95ae276783ed9bce38d264f61d23268a6eefceaee620eed3e249f77280"", ""PYInitial"": ""YU"", ""PYQuanPin"": ""Yu"", ""Signature"": """", ""UniFriend"": 0, ""AttrStatus"": 101030847, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=0&username=@477a9a95ae276783ed9bce38d264f61d23268a6eefceaee620eed3e249f77280&chatroomid=@3f44bdcb78f684d26fcab4967d585d39&skey="", ""MemberList"": [], ""RemarkName"": """", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 0, ""DisplayName"": """", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@3f44bdcb78f684d26fcab4967d585d39"", ""RemarkPYInitial"": """", ""RemarkPYQuanPin"": """", ""HideInputBarFlag"": 0}]","好玩","Text","robot-1","Jenny 8@ masterqun.com",NULL,"1524614272",NULL,NULL
"Wilson_房东群乒乓","Maggie 车房保险","[{""Sex"": 2, ""Uin"": 0, ""City"": ""Toronto"", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": """", ""SnsFlag"": 49, ""Statues"": 0, ""NickName"": ""Maggie 琪"", ""OwnerUin"": 0, ""Province"": ""Ontario"", ""UserName"": ""@374b0b48b082abb76176ec52723494e494c1d25fe2e64dab28abc42603128a1d"", ""PYInitial"": ""MAGGIEQ"", ""PYQuanPin"": ""Maggieqi"", ""Signature"": ""资深产品顾问：金融、车房保险；关注你的生活647-293-0381"", ""UniFriend"": 0, ""AttrStatus"": 98341, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=0&username=@374b0b48b082abb76176ec52723494e494c1d25fe2e64dab28abc42603128a1d&chatroomid=@c1843ee597d94feb7e77ee21176331a2&skey="", ""MemberList"": [], ""RemarkName"": """", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 0, ""DisplayName"": ""Maggie 车房保险"", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@c1843ee597d94feb7e77ee21176331a2"", ""RemarkPYInitial"": """", ""RemarkPYQuanPin"": """", ""HideInputBarFlag"": 0}]","耿耿于怀","Sharing","robot-1","珍妮9",NULL,"1524614432",NULL,NULL
"Wilson_房东群乒乓","Jenny","[{""Sex"": 2, ""Uin"": 0, ""City"": """", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": """", ""SnsFlag"": 177, ""Statues"": 0, ""NickName"": ""Jenny"", ""OwnerUin"": 0, ""Province"": ""Toronto"", ""UserName"": ""@aa92d4e532b6de5fff8b188434de20bc0ae4dd08b08de90ccc22c6051e48c872"", ""PYInitial"": ""JENNY"", ""PYQuanPin"": ""Jenny"", ""Signature"": """", ""UniFriend"": 0, ""AttrStatus"": 33914917, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=0&username=@aa92d4e532b6de5fff8b188434de20bc0ae4dd08b08de90ccc22c6051e48c872&chatroomid=@c1843ee597d94feb7e77ee21176331a2&skey="", ""MemberList"": [], ""RemarkName"": """", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 0, ""DisplayName"": """", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@c1843ee597d94feb7e77ee21176331a2"", ""RemarkPYInitial"": """", ""RemarkPYQuanPin"": """", ""HideInputBarFlag"": 0}]","🔥🔥捡漏捡漏！降价30萬，买到就是赚到！卖家诚意转让，7月底交房賣家已付了手付不要了[大哭][大哭]直接轉名字過去💐💐Newmarket 旁邊Sharon Village開發商Mosalk[微笑]3⃣️分到Highway 3800呎/“45 “Lot 有意請電（416）8858987","Text","robot-1","珍妮9",NULL,"1524614524",NULL,NULL
"Wilson_房东群乒乓","Jenny","[{""Sex"": 2, ""Uin"": 0, ""City"": """", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": """", ""SnsFlag"": 177, ""Statues"": 0, ""NickName"": ""Jenny"", ""OwnerUin"": 0, ""Province"": ""Toronto"", ""UserName"": ""@aa92d4e532b6de5fff8b188434de20bc0ae4dd08b08de90ccc22c6051e48c872"", ""PYInitial"": ""JENNY"", ""PYQuanPin"": ""Jenny"", ""Signature"": """", ""UniFriend"": 0, ""AttrStatus"": 33914917, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=0&username=@aa92d4e532b6de5fff8b188434de20bc0ae4dd08b08de90ccc22c6051e48c872&chatroomid=@c1843ee597d94feb7e77ee21176331a2&skey="", ""MemberList"": [], ""RemarkName"": """", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 0, ""DisplayName"": """", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@c1843ee597d94feb7e77ee21176331a2"", ""RemarkPYInitial"": """", ""RemarkPYQuanPin"": """", ""HideInputBarFlag"": 0}]","1","Picture","robot-1","珍妮9",NULL,"1524614535",NULL,NULL
"Wilson_房东网","村长","[{""Sex"": 1, ""Uin"": 0, ""City"": """", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": """", ""SnsFlag"": 49, ""Statues"": 0, ""NickName"": ""Hongwei"", ""OwnerUin"": 0, ""Province"": ""Toronto"", ""UserName"": ""@5d07f0c685d9bbe6d8aa8d153a8aadde89712e178f05038ecb1e62b74447580d"", ""PYInitial"": ""HONGWEI"", ""PYQuanPin"": ""Hongwei"", ""Signature"": "" "", ""UniFriend"": 0, ""AttrStatus"": 2181398535, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=0&username=@5d07f0c685d9bbe6d8aa8d153a8aadde89712e178f05038ecb1e62b74447580d&chatroomid=@a9a42382782e512ec259681b5e1b2eed&skey="", ""MemberList"": [], ""RemarkName"": """", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 0, ""DisplayName"": ""村长"", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@a9a42382782e512ec259681b5e1b2eed"", ""RemarkPYInitial"": """", ""RemarkPYQuanPin"": """", ""HideInputBarFlag"": 0}]","人口增长总量下降","Text","robot-1","珍妮姐",NULL,"1524615233",NULL,NULL
"Wilson_优品团购","易昔","[{""Sex"": 0, ""Uin"": 0, ""City"": """", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": """", ""SnsFlag"": 49, ""Statues"": 0, ""NickName"": ""易昔"", ""OwnerUin"": 0, ""Province"": """", ""UserName"": ""@fc4e4f49218c5702bb5f3db407847556f14cd1c9d36ea32f31188ec0208ebe02"", ""PYInitial"": ""YX"", ""PYQuanPin"": ""yixi"", ""Signature"": """", ""UniFriend"": 0, ""AttrStatus"": 67213347, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=0&username=@fc4e4f49218c5702bb5f3db407847556f14cd1c9d36ea32f31188ec0208ebe02&chatroomid=@af46fdfd237cd996bc1b88604f7e43b2&skey="", ""MemberList"": [], ""RemarkName"": """", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 0, ""DisplayName"": """", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@af46fdfd237cd996bc1b88604f7e43b2"", ""RemarkPYInitial"": """", ""RemarkPYQuanPin"": """", ""HideInputBarFlag"": 0}]","@anna ～🇨🇦 多谢","Text","robot-1","珍妮买卖",NULL,"1524615316",NULL,NULL
"Wilson_优品团购","anna ～🇨🇦","[{""Sex"": 2, ""Uin"": 0, ""City"": """", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": """", ""SnsFlag"": 49, ""Statues"": 0, ""NickName"": ""anna ～🇨🇦"", ""OwnerUin"": 0, ""Province"": """", ""UserName"": ""@b9be85de366926c3ac0a2bd1c939a7aab7146c93603984679df8281921e35ecf"", ""PYInitial"": ""ANNA??"", ""PYQuanPin"": ""anna??"", ""Signature"": """", ""UniFriend"": 0, ""AttrStatus"": 101024253, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=667126829&username=@b9be85de366926c3ac0a2bd1c939a7aab7146c93603984679df8281921e35ecf&skey="", ""MemberList"": [], ""RemarkName"": """", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 3, ""DisplayName"": """", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@af46fdfd237cd996bc1b88604f7e43b2"", ""RemarkPYInitial"": """", ""RemarkPYQuanPin"": """", ""HideInputBarFlag"": 0}]","不客气[愉快]","Text","robot-1","珍妮买卖",NULL,"1524616138",NULL,NULL
"Wilson_优品团购","anna ～🇨🇦","[{""Sex"": 2, ""Uin"": 0, ""City"": """", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": """", ""SnsFlag"": 49, ""Statues"": 0, ""NickName"": ""anna ～🇨🇦"", ""OwnerUin"": 0, ""Province"": """", ""UserName"": ""@b9be85de366926c3ac0a2bd1c939a7aab7146c93603984679df8281921e35ecf"", ""PYInitial"": ""ANNA??"", ""PYQuanPin"": ""anna??"", ""Signature"": """", ""UniFriend"": 0, ""AttrStatus"": 101024253, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=667126829&username=@b9be85de366926c3ac0a2bd1c939a7aab7146c93603984679df8281921e35ecf&skey="", ""MemberList"": [], ""RemarkName"": """", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 3, ""DisplayName"": """", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@af46fdfd237cd996bc1b88604f7e43b2"", ""RemarkPYInitial"": """", ""RemarkPYQuanPin"": """", ""HideInputBarFlag"": 0}]","我看大家对上次团的NY 🇺🇸 纽约洋基队的棒球帽🧢很感兴趣[愉快] 上次订货还有些款缺货，我刚刚查了一下 现在商家补了一些货，款式也有不少，我给大家罗列一下 看看有没有喜欢的 可以再团一波儿😄大家拼邮费[耶]  特别注明⚠️ 促销特价款式随时会断货，不能保证大家订的款式一定能订到[调皮] 所以有喜欢的快快抢[偷笑]","Text","robot-1","珍妮买卖",NULL,"1524616796",NULL,NULL
"Wilson_优品团购","anna ～🇨🇦","[{""Sex"": 2, ""Uin"": 0, ""City"": """", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": """", ""SnsFlag"": 49, ""Statues"": 0, ""NickName"": ""anna ～🇨🇦"", ""OwnerUin"": 0, ""Province"": """", ""UserName"": ""@b9be85de366926c3ac0a2bd1c939a7aab7146c93603984679df8281921e35ecf"", ""PYInitial"": ""ANNA??"", ""PYQuanPin"": ""anna??"", ""Signature"": """", ""UniFriend"": 0, ""AttrStatus"": 101024253, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=667126829&username=@b9be85de366926c3ac0a2bd1c939a7aab7146c93603984679df8281921e35ecf&skey="", ""MemberList"": [], ""RemarkName"": """", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 3, ""DisplayName"": """", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@af46fdfd237cd996bc1b88604f7e43b2"", ""RemarkPYInitial"": """", ""RemarkPYQuanPin"": """", ""HideInputBarFlag"": 0}]","1","Picture","robot-1","珍妮买卖",NULL,"1524616834",NULL,NULL
"Wilson_优品团购","anna ～🇨🇦","[{""Sex"": 2, ""Uin"": 0, ""City"": """", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": """", ""SnsFlag"": 49, ""Statues"": 0, ""NickName"": ""anna ～🇨🇦"", ""OwnerUin"": 0, ""Province"": """", ""UserName"": ""@b9be85de366926c3ac0a2bd1c939a7aab7146c93603984679df8281921e35ecf"", ""PYInitial"": ""ANNA??"", ""PYQuanPin"": ""anna??"", ""Signature"": """", ""UniFriend"": 0, ""AttrStatus"": 101024253, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=667126829&username=@b9be85de366926c3ac0a2bd1c939a7aab7146c93603984679df8281921e35ecf&skey="", ""MemberList"": [], ""RemarkName"": """", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 3, ""DisplayName"": """", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@af46fdfd237cd996bc1b88604f7e43b2"", ""RemarkPYInitial"": """", ""RemarkPYQuanPin"": """", ""HideInputBarFlag"": 0}]","1","Picture","robot-1","珍妮买卖",NULL,"1524616850",NULL,NULL
"Wilson_优品团购","anna ～🇨🇦","[{""Sex"": 2, ""Uin"": 0, ""City"": """", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": """", ""SnsFlag"": 49, ""Statues"": 0, ""NickName"": ""anna ～🇨🇦"", ""OwnerUin"": 0, ""Province"": """", ""UserName"": ""@b9be85de366926c3ac0a2bd1c939a7aab7146c93603984679df8281921e35ecf"", ""PYInitial"": ""ANNA??"", ""PYQuanPin"": ""anna??"", ""Signature"": """", ""UniFriend"": 0, ""AttrStatus"": 101024253, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=667126829&username=@b9be85de366926c3ac0a2bd1c939a7aab7146c93603984679df8281921e35ecf&skey="", ""MemberList"": [], ""RemarkName"": """", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 3, ""DisplayName"": """", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@af46fdfd237cd996bc1b88604f7e43b2"", ""RemarkPYInitial"": """", ""RemarkPYQuanPin"": """", ""HideInputBarFlag"": 0}]","1","Picture","robot-1","珍妮买卖",NULL,"1524616869",NULL,NULL
"Wilson_优品团购","anna ～🇨🇦","[{""Sex"": 2, ""Uin"": 0, ""City"": """", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": """", ""SnsFlag"": 49, ""Statues"": 0, ""NickName"": ""anna ～🇨🇦"", ""OwnerUin"": 0, ""Province"": """", ""UserName"": ""@b9be85de366926c3ac0a2bd1c939a7aab7146c93603984679df8281921e35ecf"", ""PYInitial"": ""ANNA??"", ""PYQuanPin"": ""anna??"", ""Signature"": """", ""UniFriend"": 0, ""AttrStatus"": 101024253, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=667126829&username=@b9be85de366926c3ac0a2bd1c939a7aab7146c93603984679df8281921e35ecf&skey="", ""MemberList"": [], ""RemarkName"": """", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 3, ""DisplayName"": """", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@af46fdfd237cd996bc1b88604f7e43b2"", ""RemarkPYInitial"": """", ""RemarkPYQuanPin"": """", ""HideInputBarFlag"": 0}]","1","Picture","robot-1","珍妮买卖",NULL,"1524616888",NULL,NULL
"Wilson_喜辣团购","小妖","[{""Sex"": 2, ""Uin"": 0, ""City"": """", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": ""jia"", ""SnsFlag"": 49, ""Statues"": 0, ""NickName"": ""小妖"", ""OwnerUin"": 0, ""Province"": """", ""UserName"": ""@6bb086aa4430d5feed5724aacf1668020a97613c68217a321e73d0d52ff59f94"", ""PYInitial"": ""XY"", ""PYQuanPin"": ""xiaoyao"", ""Signature"": """", ""UniFriend"": 0, ""AttrStatus"": 67207783, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=0&username=@6bb086aa4430d5feed5724aacf1668020a97613c68217a321e73d0d52ff59f94&chatroomid=@4e3fe8df856e477484b0e7e03d6b92b6&skey="", ""MemberList"": [], ""RemarkName"": """", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 0, ""DisplayName"": """", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@4e3fe8df856e477484b0e7e03d6b92b6"", ""RemarkPYInitial"": """", ""RemarkPYQuanPin"": """", ""HideInputBarFlag"": 0}]","菜单有小改动 请注意。每周四晚10点截单
取货地点：（可以在两个地方。地点A 30 Brightside Ave. Richmond hill. L4e0p6. 地点B 38 willow heights blvd, Markham ON L6C 0X8。 ）A或者B  下单时请标明。好消息👉🏻❇囍辣❇👈🏻试营业了 喜欢吃辣的亲们一定不要错过啊 小店经营鸭货、螃蟹、小龙虾、鲍鱼等十多种产品，敬请您的光临，试营业间大放价全场8.5折，联系群主自取！
1⃣️麻辣小龙虾$14.99
2⃣️麻辣牛肉干$14.99
3⃣️麻辣花蛤$7.99
4⃣️花螺$15.99
5⃣️麻辣鲜虾$9.99
6⃣️麻辣沙孟鱼$9.99
7⃣️麻辣鸭脖$6.99
8⃣️麻辣小鲍鱼$19.99
9⃣️麻辣鸭脚$4.99
🔟麻辣鸭舌$24.99
11.藕片 $4.99 
12. 金针菇$5.99 
13. 海带丝 $4.99
14. 鸡脆骨 $9.99
🍺🍺🍺🍺🍺🍺🍺🍺🍺🍺
1. cici 藕片 1 ，金针菇1  鸭脖1 
2. 小妖 麻辣鲜虾*1，藕*1，A
3. 
4.
5.
6.
7.
8.
9.
10.
11.
12.
13.
14.
15.

                                                —周四晚10点截单","Text","robot-1","珍妮8",NULL,"1524616971",NULL,NULL
"Wilson_喜辣团购","小妖","[{""Sex"": 2, ""Uin"": 0, ""City"": """", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": ""jia"", ""SnsFlag"": 49, ""Statues"": 0, ""NickName"": ""小妖"", ""OwnerUin"": 0, ""Province"": """", ""UserName"": ""@6bb086aa4430d5feed5724aacf1668020a97613c68217a321e73d0d52ff59f94"", ""PYInitial"": ""XY"", ""PYQuanPin"": ""xiaoyao"", ""Signature"": """", ""UniFriend"": 0, ""AttrStatus"": 67207783, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=0&username=@6bb086aa4430d5feed5724aacf1668020a97613c68217a321e73d0d52ff59f94&chatroomid=@4e3fe8df856e477484b0e7e03d6b92b6&skey="", ""MemberList"": [], ""RemarkName"": """", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 0, ""DisplayName"": """", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@4e3fe8df856e477484b0e7e03d6b92b6"", ""RemarkPYInitial"": """", ""RemarkPYQuanPin"": """", ""HideInputBarFlag"": 0}]","1","Note","robot-1","珍妮8",NULL,"1524617008",NULL,NULL
"Wilson_房东网","给我一双慧眼","[{""Sex"": 1, ""Uin"": 0, ""City"": """", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": """", ""SnsFlag"": 49, ""Statues"": 0, ""NickName"": ""John Lu"", ""OwnerUin"": 0, ""Province"": ""Toronto"", ""UserName"": ""@bd86bd8ccdf3571cccb11b369c4f628afa98608180ce275ebd0b87ea91524a3c"", ""PYInitial"": ""JOHNLU"", ""PYQuanPin"": ""JohnLu"", ""Signature"": ""Don't wait for the perfect moment, make the moment perfect!"", ""UniFriend"": 0, ""AttrStatus"": 65575, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=0&username=@bd86bd8ccdf3571cccb11b369c4f628afa98608180ce275ebd0b87ea91524a3c&chatroomid=@a9a42382782e512ec259681b5e1b2eed&skey="", ""MemberList"": [], ""RemarkName"": """", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 0, ""DisplayName"": ""给我一双慧眼"", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@a9a42382782e512ec259681b5e1b2eed"", ""RemarkPYInitial"": """", ""RemarkPYQuanPin"": """", ""HideInputBarFlag"": 0}]","CMA的具体位置包含哪些?多伦多市的人口是一直在增加的。这几年市中心不断有新建condo，而且空置率极低，可以看出常住人口的增加","Text","robot-1","珍妮姐",NULL,"1524617017",NULL,NULL
"Wilson_房东网","给我一双慧眼","[{""Sex"": 1, ""Uin"": 0, ""City"": """", ""Alias"": """", ""IsOwner"": 0, ""KeyWord"": """", ""SnsFlag"": 49, ""Statues"": 0, ""NickName"": ""John Lu"", ""OwnerUin"": 0, ""Province"": ""Toronto"", ""UserName"": ""@bd86bd8ccdf3571cccb11b369c4f628afa98608180ce275ebd0b87ea91524a3c"", ""PYInitial"": ""JOHNLU"", ""PYQuanPin"": ""JohnLu"", ""Signature"": ""Don't wait for the perfect moment, make the moment perfect!"", ""UniFriend"": 0, ""AttrStatus"": 65575, ""ChatRoomId"": 0, ""HeadImgUrl"": ""/cgi-bin/mmwebwx-bin/webwxgeticon?seq=0&username=@bd86bd8ccdf3571cccb11b369c4f628afa98608180ce275ebd0b87ea91524a3c&chatroomid=@a9a42382782e512ec259681b5e1b2eed&skey="", ""MemberList"": [], ""RemarkName"": """", ""StarFriend"": 0, ""VerifyFlag"": 0, ""ContactFlag"": 0, ""DisplayName"": ""给我一双慧眼"", ""MemberCount"": 0, ""MemberStatus"": 0, ""AppAccountFlag"": 0, ""EncryChatRoomId"": ""@a9a42382782e512ec259681b5e1b2eed"", ""RemarkPYInitial"": """", ""RemarkPYQuanPin"": """", ""HideInputBarFlag"": 0}]","1","Picture","robot-1","珍妮姐",NULL,"1524617032",NULL,NULL
